id,menu_item_id,variation_type,label,extra_price
2492f555-0513-4a78-a185-c01afe935e22,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Coklat,3000
74ee2bf3-adcb-4647-9b9a-f95277087ec1,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Keju,5000
ae0071d4-86ef-4910-b922-03485a8f7243,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Nutella,8000
14b1cba3-2862-4b31-8764-5b2a073148d8,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Milo,6000
f5b897d5-ddb9-44c6-bd79-f93910974386,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Kacang,4000
d3bf4a28-4ac0-4ad3-96dd-a45b9a0f0a5a,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Strawberry,6000
4f4a1c5d-2962-4114-af7f-a9fcaa917aea,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Chocochrunchy,6000
4722fc3c-b52d-435a-9cf3-4e0599c978fb,a75156dc-8c1d-48e4-b856-8babed4f3ac7,Extra Topping,Cheese Sauce,5000
6b0c0dc2-b11b-4d52-b692-5de0bf0ee82a,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Coklat,3000
5dc4f4c8-e665-4b02-94d6-27af0c15b0f6,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Keju,5000
8124a8b1-b17e-483f-bdef-855ad38999fd,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Nutella,8000
53fbf1b0-7c3d-4a8e-91c5-0d57e86fa83c,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Milo,6000
1d138fbb-efed-41b9-92d6-6aec698caf46,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Kacang,4000
32544cc1-546c-4c32-8d01-4f4760b89472,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Strawberry,6000
2c1d44f1-875e-4fd8-b824-ec92e13f4c17,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Chocochrunchy,6000
50da82d2-6376-449c-bfdf-474acd862134,f1187d0a-d9b8-4682-b595-657b8cab0770,Extra Topping,Cheese Sauce,5000
4175f15e-b73b-434a-b630-4b50d8be4e88,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Coklat,3000
d0a6a084-ea27-4f86-8c6b-b22fe8ad3050,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Keju,5000
865a3ca2-d23a-41cd-aa5e-511be39f36e6,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Nutella,8000
653df169-5749-4cf0-8b5f-11d99de4a4a6,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Milo,6000
3cf6ab20-d6fd-493c-80a3-e52293e3f24f,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Kacang,4000
7b68840f-92c2-41db-bd16-ad5dd1afdf2a,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Strawberry,6000
975c6a55-7c2d-49a7-bc99-be57af428126,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Chocochrunchy,6000
d82aa26c-5334-43d2-82be-5a4577cb626c,2265d3ae-4a91-4d37-84d7-dfa780509177,Extra Topping,Cheese Sauce,5000
0a61ddc5-9ffa-4083-a70f-f3f2f017e015,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Coklat,3000
3610669d-a55e-4c66-8eaf-fb24d1f65197,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Keju,5000
a4520b2b-3b8b-4a38-b5fa-07b25733bbd3,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Nutella,8000
c51d45d8-1c05-4722-b62c-ee3604b70f3c,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Milo,6000
8fa443e2-5302-4eae-ab6c-3dc029066deb,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Kacang,4000
4929afdf-b4d7-4ba3-92dc-0a5e53980f6f,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Strawberry,6000
5dc40a46-0ac2-4a35-ace0-76e46a12017f,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Chocochrunchy,6000
e74c6632-4cf2-488c-809b-0d65743a3fce,8fdd4ae7-aa16-4db6-8fdd-68da3513fb11,Extra Topping,Cheese Sauce,5000
9c2d2c68-4049-41ac-8729-bd60e6b9477c,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Coklat,3000
fc881a7b-4b57-4806-bca8-ba2096171b12,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Keju,5000
8a1be4fb-0653-4f92-aa54-f1c12346dbe3,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Nutella,8000
abc1f4ad-39c8-4938-9263-7f83df939587,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Milo,6000
e5577857-2f7c-4775-b72e-ee029397c302,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Kacang,4000
b25863e2-b162-4634-9fd2-ecda9daa0e9b,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Strawberry,6000
59300b1d-7e2e-480a-99c0-f60b39e6b801,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Chocochrunchy,6000
31427240-3ae9-41dc-98ab-f501c7447624,c50a5a19-4fad-4bc6-b8bc-d55666e88916,Extra Topping,Cheese Sauce,5000
be92a788-d345-4f72-ac85-73dd3eba6e72,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Coklat,3000
5445859c-b66a-4e8f-ae09-a3b4460129c5,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Keju,5000
ffb6fa01-457d-41e3-8f2d-26bf76efd7c3,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Nutella,8000
224b5450-b6dd-46c1-9a0c-494f5f8b7dc1,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Milo,6000
760f4ce9-b753-40cc-a096-5868407ede8e,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Kacang,4000
c8e46a04-ed4b-46fd-9976-bd8c601fda32,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Strawberry,6000
57da0377-4c6b-49f3-bd72-2f230fc91794,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Chocochrunchy,6000
e48cf27c-02ab-4d91-a6d5-e5d604498c9d,b9f90342-48a9-4e29-857e-d67414416a8f,Extra Topping,Cheese Sauce,5000
c4ddfa61-7600-4857-b02b-bc5d662039c7,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Coklat,3000
9b64e4c3-3135-473a-b52b-84ab91d23644,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Keju,5000
5f483cff-3c62-4d4f-8b39-d60e70a91f85,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Nutella,8000
679fcbfc-c80f-4150-bacc-16d7b6a77c36,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Milo,6000
ef667520-e32f-4115-8c7f-8ba464c12bdc,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Kacang,4000
bf70fea5-d322-4cdc-9e4e-33a09ce16069,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Strawberry,6000
db3126d1-73f7-4459-b6ef-7eaecfd76b56,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Chocochrunchy,6000
403d93c8-73bf-4f33-b6e3-a1ac9414d72c,c042c219-e679-42ef-ade9-91558a7dc13c,Extra Topping,Cheese Sauce,5000
bdb57af5-6bea-431d-8944-a2e7783e3bcd,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Coklat,3000
a4af4dcf-4b67-42ce-abf8-e9ae8dbe45c0,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Keju,5000
4d1e9237-2eb4-4800-8ff8-dda64f496c8f,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Nutella,8000
533daa02-ba5f-435b-af90-127f3b208d74,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Milo,6000
1299fb45-2739-4a8c-b452-e3f9ed590035,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Kacang,4000
47aef50f-56e4-4baf-83f9-3c37a85b672a,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Strawberry,6000
545d1774-ad83-46b8-9f85-5237d150c0bf,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Chocochrunchy,6000
61b4c212-909d-43ae-b3f6-f3ff3a5d29cf,f3048154-7699-4ddf-9499-51a443d88043,Extra Topping,Cheese Sauce,5000
b93bb6d6-2b43-41a9-82d2-dc75d76db405,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Coklat,3000
e21b25fc-7d79-482a-a50c-03917c65c5d9,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Keju,5000
4f0fcb7c-9863-4997-ba47-55b02cc678eb,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Nutella,8000
add9afd1-37ca-4d07-b264-a593f5470778,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Milo,6000
301d24cd-7a02-44d2-af94-c07a37a0dbf8,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Kacang,4000
ccb70953-d560-4f19-8d1d-7ed12f2f708c,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Strawberry,6000
a37171e6-83a3-4667-ba78-0e3750facf57,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Chocochrunchy,6000
092ee725-f1e3-4f0a-a2ad-940decbf3340,a5214110-2d90-47ea-b4df-4b6052b8efdf,Extra Topping,Cheese Sauce,5000
3b8fa208-9a98-4265-93e9-05db2adbfb32,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Coklat,3000
fd2a637c-fb9a-4cec-b361-9a06c058b36a,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Keju,5000
54e0e887-e7c1-48a1-bc85-0b1ddb0559bd,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Nutella,8000
672c3040-cd29-4cd8-a240-119f0d8832ba,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Milo,6000
c2c4b637-f2c9-438e-abce-0c291054e46f,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Kacang,4000
7ae2d2b5-06ea-4515-9de8-1695719600b7,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Strawberry,6000
e3aa2485-3482-44db-8f40-b19289e0720f,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Chocochrunchy,6000
a02f5c56-6da1-4a57-8c83-cef929563a69,68e78b1f-b99d-4606-ae30-ab1f7c83d68c,Extra Topping,Cheese Sauce,5000
0473f7f6-d2fa-48fc-b6f6-dffe7d14117b,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Coklat,3000
55f1653d-08b3-4248-927b-83f3a6545fd4,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Keju,5000
5bb21ab2-40b4-4cf4-832a-4dd5bfb1327e,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Nutella,8000
1916ad64-4e73-4b45-99bf-726d0b26952a,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Milo,6000
c37b1388-e832-4bc0-a82e-1e414656caa8,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Kacang,4000
ef6d41d3-9cf6-44a0-87d7-c6ecd47bad95,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Strawberry,6000
c9459c7c-5e59-4c42-843f-bf40b8b30012,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Chocochrunchy,6000
2d3bf0db-429b-4444-8806-61c820e1c68c,be9c8a13-9fe4-4c92-85ff-107d4acc732d,Extra Topping,Cheese Sauce,5000
d6199560-c054-4338-accd-6ecc3f752947,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Coklat,3000
8f962737-83e2-4ab1-afe7-b74e540582be,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Keju,5000
27d7b648-abf8-437a-8bc5-a628777622e7,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Nutella,8000
478fa77a-3e58-413b-8e4a-48e312834ead,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Milo,6000
6903b3fd-6d79-4d60-9c51-e1d4b72d3167,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Kacang,4000
8eb110a9-e8a8-4e11-84cb-17b3b8d384c6,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Strawberry,6000
59e87a62-7bd5-4db9-a7a1-a7cbd56400b9,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Chocochrunchy,6000
44feb8a3-6919-4ac0-8c90-4aa995693156,78e70577-1bff-4a8a-a892-36ccf0da7c10,Extra Topping,Cheese Sauce,5000
93d0fc00-6757-4364-96cc-2987656402b4,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Porsi,Single,0
507462cc-619f-4fff-a3a0-a4aa1227fe49,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Porsi,Double,10000
102d461e-19b0-4835-be07-c7f43fde1c9c,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Rasa,Goreng,0
492d609e-746e-43ed-9fcf-b42575723536,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Rasa,Kari,0
d39d7674-7a2a-4da5-808e-58d3cb8828f9,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Rasa,Soto,0
404a9c8c-db13-412b-bc85-2d16e41250f8,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Rasa,Rendang,0
542de59d-f49c-42a9-87d6-7405ff39e000,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Level Pedas,Level 0,0
26207eba-e8a4-47f3-bde2-c4a391bd2dc1,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Level Pedas,Level 1,0
6d5271ad-71de-4392-a09a-e35953925830,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Level Pedas,Level 2,0
f612cc2a-445c-4418-b2e7-f2d92e9e0b11,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Level Pedas,Level 3,0
c13cad45-4e8c-455a-8e19-0a8a296b2333,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Level Pedas,Level 4,0
d09f2ca7-2f6b-4530-a05c-ba2bf9289b30,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Level Pedas,Level 5,0
bfab7009-02e7-4605-9b10-e5bd87679173,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Keju,5000
2e92974a-fba8-49ba-8491-a320c4587073,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Mozarella,7000
b5516d1e-6598-4b32-aa8b-df5a33963834,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Telur Ceplok,5000
f9e2bcf9-8ffc-403e-b8ba-dd26c68e6e49,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Telur Dadar,6000
4275b70f-ba27-4ba5-a947-ea8dae5d5335,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Kornet,7000
88c1817f-6570-41fd-936c-bcd3e071d222,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Telur Kornet,11000
c42f114a-4c37-44be-80d8-26bccf6fac84,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Sosis,5000
778cb97c-619c-4f79-a6b0-e09b17a0e68e,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Sambal Matah,5000
adfd291a-86a5-4bf8-829e-4ddd437adcce,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Salted Egg,7000
42e82beb-3d51-49e5-a23e-839ac8a2e600,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Kerupuk Putih,2000
41ee8b03-93d2-46ea-b3d6-4714cf99ffc6,d4811d4e-1d1c-45bf-8646-a122a6d2183f,Extra Topping,Nasi Putih,5000
47bb0e27-8ea9-4b73-97e8-394e5514e727,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Porsi,Single,0
98e27e64-2fd7-4909-b569-3ab2aa7968b1,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Porsi,Double,15000
1be13985-eee5-4552-afc7-28111a6afd14,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Rasa,Goreng,0
723e1a63-f56f-421d-bcaa-990c7797971d,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Rasa,Kari,0
71db3403-769a-41fc-b5b8-d4e834621ffe,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Level Pedas,Level 0,0
563c04f8-1f31-4f11-b1cc-b0d5a4522099,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Level Pedas,Level 1,0
14fb3cb2-927a-45c0-be5f-bfd976b5e3b1,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Level Pedas,Level 2,0
d2e33bf4-4eb2-4f95-af26-b55020f08c30,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Level Pedas,Level 3,0
795bbd0a-7d9f-41dc-a19e-6e7fe9085f6f,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Level Pedas,Level 4,0
79bb0c0e-944d-4551-8768-16fa49850a47,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Level Pedas,Level 5,0
e45f0f16-01eb-40c0-99d4-a70cc853fff7,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Keju,5000
2fa460c6-b88f-4558-9e33-f33e3724ed51,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Mozarella,7000
1312c324-bb5d-4fe1-882a-3f034d892028,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Telur Ceplok,5000
50ffe79a-e29b-4d34-89e7-af56d23627ff,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Telur Dadar,6000
aedd2182-71f5-4421-a10d-8803fa21a686,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Kornet,7000
27cfa239-a928-4d2c-b680-b4fe83495234,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Telur Kornet,11000
c92f63f2-92b3-4aed-9d3a-e8acf564920e,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Sosis,5000
18cb0f51-88b7-4cd0-a40b-9b8ceee7febf,cb39b437-95fa-4f01-9e2e-5e98e54e3d5e,Extra Topping,Sambal Matah,5000
